,index,prediction
3441,110633,2
3557,110634,
4501,110635,12.0 volt
1672,110636,18.0 millilitre
1673,110637,473.0 millilitre
3442,110638,250.0 pound
3443,110641,
3444,110646,250.0 kilogram
4502,110651,
3558,110653,
3445,110655,100.0 kilogram
3446,110656,600.0 pound
3447,110657,75.0 pound
3448,110658,50.0 pound
1680,110660,15.0 millilitre
3449,110662,450.0 pound
3559,110663,
4503,110664,
3450,110667,2000.0 pound
4504,110672,24.0 volt
3451,110676,15.0 kilogram
1659,110677,
4505,110678,1.35 volt
4506,110681,
3560,110682,350.0 watt
3561,110683,
4507,110684,
3562,110686,48.0 watt
1646,110688,
3563,110692,
3452,110695,550.0 pound
3564,110698,
3565,110701,
3453,110702,113.0 gram
3454,110707,650.0 pound
4508,110709,5.0 volt
3566,110710,
1642,110712,450.0 millilitre
3567,110714,32.0 watt
1645,110717,237.0 millilitre
3568,110720,
4509,110721,5.0 volt
3455,110722,66.0 pound
1647,110723,240.0 millilitre
1657,110724,710.0 millilitre
1648,110726,
3456,110728,300.0 pound
3569,110730,65.0 watt
1649,110732,
3457,110738,3.0 kilogram
1650,110740,473.0 millilitre
3458,110741,50.8
4510,110743,
1652,110745,3780.0 millilitre
3459,110750,12.0 pound
4511,110752,
3570,110753,
4512,110758,1.50 volt
3571,110760,50.0 watt
4513,110762,72.0 volt
1658,110771,1.0 quart
1706,110774,16.0 millilitre
3572,110776,
3573,110781,220.0 watt
4514,110782,
3574,110783,
4515,110785,
3460,110786,
1710,110789,
3575,110792,
3576,110794,16730670.0 watt
4516,110795,115.0 volt
3461,110799,1995.0 gram
3462,110802,51.0 pound
3463,110806,330.0 pound
3464,110810,461
3577,110812,650.0 watt
4517,110816,120.0 volt
3578,110817,
4518,110818,12.0 volt
3579,110819,
3465,110824,600.0 pound
3580,110827,
3466,110828,2.0 ton
1719,110833,
1729,110835,1926.0 centilitre
3467,110836,350.0 pound
1720,110837,4.0 gallon
1722,110842,15.0 millilitre
3468,110847,330.0 pound
3469,110850,450.0 pound
3470,110852,1.1 kilogram
1724,110854,237.0 millilitre
3471,110856,1.0 kilogram
3472,110861,190.0 gram
3581,110866,
3473,110868,22.0 pound
3474,110869,250.0 pound
1718,110872,
3582,110873,
1707,110875,
3475,110879,300.0 pound
3476,110880,362.8 kilogram
3477,110886,80.0 gram
3478,110888,18.0 pound
3479,110891,18.0 pound
3480,110893,11.0 pound
3481,110897,330.0 pound
3583,110900,750.0 watt
3584,110902,
1690,110903,473.0 millilitre
3482,110905,250.0 pound
1692,110908,340.0 millilitre
3483,110910,25.0 kilogram
3484,110918,5.0 gram
1700,110920,
3585,110923,
3485,110926,80.0 pound
1701,110927,450.0 millilitre
3586,110928,
4519,110929,
3486,110932,1800.0 pound
3487,110934,1200.0 pound
3488,110936,250.0 kilogram
3587,110941,60.0 watt
1704,110943,1.0 quart
1730,110944,473.0 litre
3489,110946,2.8 kilogram
3490,110949,150.0 kilogram
3588,110951,
3491,110952,300.0 kilogram
1949,110961,9.9 millilitre
3589,110962,11.0 watt
4520,110963,53.0 volt
3492,110966,500.0 kilogram
3493,110968,21.5 kilogram
3494,110971,150.0 pound
3495,110974,95
3496,110979,9.7 pound
3497,110986,250.0 pound
3590,110987,
3591,110988,45.0 watt
3498,110990,385.0 gram
3499,110992,330.0 pound
1955,110994,200.0 millilitre
1956,110995,473.0 millilitre
3500,110997,75.0 kilogram
3501,111002,300.0 pound
3592,111006,
1969,111008,100.0 millilitre
3593,111012,
1961,111016,355.0 millilitre
3502,111019,3.0 ton
1964,111020,355.0 millilitre
3503,111022,200.0 pound
3504,111030,500.0 pound
4521,111031,
1967,111034,
3594,111036,550.0 watt
1968,111038,1.5 litre
4522,111041,5.0 volt
1958,111042,946.0 millilitre
3595,111046,
1934,111047,640.0 millilitre
3596,111048,110.0 watt
4523,111049,220.0 volt
3505,111053,27.0 kilogram
1925,111057,384.0 millilitre
3506,111059,88.0 pound
3507,111061,3000.0 pound
1929,111067,250.0 millilitre
3508,111069,240.0 gram
3509,111071,700.0 pound
1932,111074,32.0 fluid ounce
3510,111075,300.0 pound
1945,111079,236.0 millilitre
3511,111083,350.0 pound
3512,111085,8.0 pound
3513,111086,200.0 kilogram
1937,111087,750.0 millilitre
3597,111089,
3514,111091,88.0 pound
3598,111094,20.0 watt
3599,111099,100.0 watt
3515,111105,550.0 pound
3516,111112,80.0 kilogram
4524,111113,12.0 volt
3600,111114,
3517,111120,30.0 pound
1940,111121,
3518,111124,220.0 pound
3519,111128,5.0 gram
1941,111129,
1942,111130,500.0 millilitre
3520,111132,50.0 pound
3601,111134,150.0 watt
3521,111135,220.0 pound
3522,111136,1
3523,111139,5.0 gram
3602,111142,
3524,111144,151.0 gram
4525,111147,115.0 volt
3603,111148,
1971,111150,1.0 gallon
1972,111151,
3525,111153,86
3604,111157,1330.0 watt
3526,111158,500.0 pound
2000,111160,750.0 millilitre
3527,111164,700.0 pound
2002,111166,500.0 millilitre
2003,111169,250.0 millilitre
3605,111170,
2004,111171,
3528,111173,8.0 kilogram
3529,111176,5.0 pound
3530,111178,4.4 pound
3531,111182,150.0 kilogram
3532,111184,20.0 kilogram
3533,111192,50.0 pound
3606,111194,
3607,111196,400.0 watt
3608,111204,750.0 watt
3534,111206,7
3609,111208,90.0 watt
3610,111209,
4526,111210,
4527,111212,1.20 volt
3611,111213,
2012,111216,946.0 millilitre
2013,111217,75.0 gallon
3535,111219,533.0 gram
2015,111221,
3612,111224,18.0 watt
3613,111228,3100.0 watt
4528,111231,
4529,111233,
3614,111234,
1996,111236,1514.0 litre
3536,111237,500.0 pound
3537,111239,200.0 kilogram
3615,111241,
1995,111242,
3538,111243,12.0 pound
1982,111245,750.0 millilitre
1974,111249,177.0 millilitre
3539,111255,25.6 pound
4530,111257,
3540,111261,110.0 pound
3616,111263,
3541,111267,500.0 pound
3617,111270,65.0 watt
3542,111273,300.0 kilogram
3618,111275,500.0 watt
3619,111278,470.0 watt
4531,111279,
1981,111282,
4532,111283,
3620,111284,
3543,111285,187.0 gram
3621,111287,100.0 watt
3622,111289,1000.0 watt
3544,111291,
3545,111292,10.0 pound
3546,111294,269.0 gram
3547,111296,44.0 pound
3548,111297,2.0 kilogram
3623,111303,
4533,111304,120.0 volt
3624,111305,
1986,111307,
3625,111310,25.0 watt
4534,111312,
3626,111313,
1988,111314,
4535,111315,
3627,111317,750.0 watt
3628,111318,
4536,111319,
3629,111323,
3630,111324,858.0 watt
4537,111325,115.0 volt
1992,111326,236.0 millilitre
3631,111327,60.0 watt
3549,111332,4.4 pound
3632,111333,0.70 watt
4538,111334,12.0 volt
3550,111338,220.0 pound
3551,111340,150.0 kilogram
1874,111346,5.0 quart
3552,111349,6
3553,111352,23
3554,111353,550.0 pound
1855,111358,946.0 millilitre
3555,111359,20.0 ton
3556,111362,90.0 kilogram
3557,111363,90.0 pound
4539,111365,
4540,111369,1.20 volt
1856,111370,15.0 millilitre
3558,111371,1760.0 pound
3559,111372,220.0 pound
3560,111374,150.0 kilogram
3561,111376,250.0 kilogram
1858,111379,14.0 millilitre
1859,111380,15.0 millilitre
3562,111382,22.0 pound
3633,111383,
3563,111386,100.0 gram
3564,111389,1.0 ton
3634,111393,850.0 watt
3635,111399,
3636,111401,21.0 watt
4541,111402,220.0 volt
3637,111403,20.0 watt
4542,111409,
3638,111410,
3565,111412,3.0 kilogram
4543,111414,
3639,111415,
3640,111418,60.0 watt
3566,111420,88.0 pound
3567,111423,
3641,111424,
1870,111427,148.0 millilitre
3642,111428,
3643,111431,1000.0 watt
3568,111434,660.0 pound
3569,111439,13.7 pound
3570,111440,497.0 kilogram
4544,111443,
1830,111444,
3644,111447,
3645,111450,
3646,111452,120.0 watt
4545,111453,
4546,111455,7.40 volt
3647,111456,65.0 watt
3571,111462,80.0 pound
3572,111465,300.0 kilogram
3573,111467,220.0 pound
3574,111468,67.0 gram
3575,111474,30.0 pound
3576,111476,66.0 pound
3648,111478,65.0 watt
3577,111481,
1836,111482,473.0 millilitre
1839,111484,59.0 millilitre
4547,111485,12.0 volt
3649,111486,144.0 watt
4548,111488,
3650,111489,2000.0 watt
3578,111492,800.0 pound
3579,111495,220.0 pound
3651,111500,
4549,111501,
3580,111505,220.0 pound
3581,111507,125.0 pound
1841,111509,60.0 millilitre
1842,111511,
4550,111512,16001.35 volt
3582,111514,220.0 pound
3583,111515,30.0 kilogram
3584,111517,265.0 pound
3585,111520,18.0 pound
3586,111522,440.0 pound
3587,111524,1000.0 pound
1844,111525,240.0 millilitre
1845,111527,750.0 millilitre
3588,111528,221.0 pound
3589,111532,650.0 pound
1846,111533,750.0 millilitre
3652,111534,
4551,111535,12.0 volt
1848,111539,946.0 millilitre
1850,111540,
3590,111542,300.0 pound
1876,111548,
3653,111551,500.0 watt
3591,111553,700.0 pound
4552,111555,110.0 volt
3592,111558,51.0 pound
1902,111561,30.0 millilitre
3654,111567,1000.0 watt
3655,111569,100.0 watt
3656,111570,
3593,111573,220.0 gram
1905,111575,236.0 millilitre
3594,111578,95.0 gram
1907,111579,50.0 millilitre
3595,111581,5.0 gram
1909,111583,355.0 millilitre
3596,111587,310.5 gram
1912,111588,
3657,111589,
3597,111591,15.8
3598,111592,500.0 pound
1913,111596,355.0 millilitre
3599,111598,400.0 kilogram
3600,111600,1000.0 pound
1915,111602,30.0 millilitre
4553,111604,
3658,111605,
1917,111607,
3601,111610,160.0 gram
4554,111612,1.50 volt
3659,111613,65.0 watt
3602,111616,3
3603,111617,300.0 pound
3604,111618,
3605,111622,750.0 pound
3660,111624,850.0 watt
3606,111626,
1919,111628,750.0 millilitre
3607,111630,200.0 kilogram
1920,111635,
3608,111636,
3609,111640,6.0 kilogram
1899,111641,5.0 millilitre
1877,111645,592.0 millilitre
3610,111647,200.0 pound
3611,111648,300.0 kilogram
1880,111652,236.0 millilitre
3661,111653,
4555,111654,
3612,111657,11
3613,111660,400.0 pound
1882,111661,50.0 millilitre
3614,111665,550.0 pound
4556,111666,1.20 volt
1887,111669,750.0 millilitre
3615,111672,660
3616,111674,150.0 kilogram
3662,111675,
1890,111680,
3617,111682,18.0 pound
3618,111687,5.0 kilogram
4557,111690,220.0 volt
3663,111691,0.0 watt
1894,111692,4.0 gallon
3619,111695,75.0 gram
3620,111697,500.0 kilogram
1895,111698,
1634,111701,32.0 quart
863,111702,
3664,111711,
3665,111714,
46,111720,7.3 millilitre
3621,111721,35.0 pound
3666,111722,
4558,111723,
3622,111724,440.0 pound
3623,111728,15.0 kilogram
3667,111731,
3624,111735,2
3625,111737,400.0 pound
3626,111740,440.0 pound
3627,111741,304
18,111742,946.3 millilitre
3668,111746,30.0 watt
3669,111747,60.0 watt
31,111749,354.0 millilitre
3628,111757,1400.0 pound
3629,111758,300.0 pound
3670,111762,
4559,111763,
3671,111764,0.0 watt
4560,111767,81.20 volt
3672,111769,
4561,111770,12.0 volt
16,111771,237.0 millilitre
68,111772,177.0 millilitre
3673,111774,
3630,111776,30.0 pound
3674,111778,20.0 watt
3675,111780,20.0 watt
3631,111783,223.0 gram
3632,111784,350.0 pound
3633,111787,66.0 pound
55,111788,295.0 millilitre
3676,111789,
4562,111790,12.0 volt
54,111792,
12,111793,248.0 millilitre
3634,111796,25.0 kilogram
3635,111798,194.0 gram
170,111799,473.0 millilitre
3677,111802,30.0 watt
199,111803,946.0 millilitre
3636,111807,330.0 pound
3637,111811,30
3678,111812,
4563,111813,220.0 volt
3679,111814,
205,111815,
3638,111818,4.0 ton
207,111820,750.0 millilitre
214,111823,2.0 centilitre
217,111824,400.0 litre
3680,111826,
3639,111829,8.0 kilogram
3681,111832,3100.0 watt
3640,111833,85
3641,111835,400.0 pound
180,111836,237.0 millilitre
3642,111837,330.0 pound
184,111838,
4564,111839,12.0 volt
3682,111840,150.0 watt
3683,111843,140.0 watt
4565,111844,
3643,111847,2015.0 gram
3644,111849,112.0 pound
4566,111850,
3684,111851,
248,111855,500.0 millilitre
3645,111857,195.0 pound
3646,111860,300.0 pound
254,111862,750.0 millilitre
259,111865,
3685,111868,
3647,111871,350.0 pound
3686,111874,60.0 watt
3687,111878,
243,111881,177.0 millilitre
222,111882,10.0 millilitre
3688,111883,3750.0 watt
3648,111887,400.0 pound
4567,111889,2.50 volt
3689,111890,42.0 watt
3649,111893,13.0 pound
4568,111896,
3650,111897,
3651,111901,400.0 pound
4569,111903,5.0 volt
3690,111904,1.70 watt
3652,111907,
3691,111909,
3653,111910,11705.0 gram
3692,111918,1200.0 watt
3693,111919,60.0 watt
107,111921,
3694,111923,
4570,111925,12.0 volt
3695,111926,
3654,111930,220.0 gram
81,111932,502.8 millilitre
94,111934,
3696,111941,
3655,111942,300.0 kilogram
92,111944,750.0 millilitre
3697,111950,
4571,111951,
3656,111957,330.0 pound
3657,111962,330.0 pound
3658,111965,330.0 pound
152,111966,
3698,111970,2.50 watt
3659,111978,10.0 kilogram
128,111980,
3660,111982,125.0 gram
142,111989,240.0 millilitre
4572,111990,
3699,111991,
3661,111993,
3700,111996,1300.0 watt
4573,111998,
4574,112002,
3701,112003,
3702,112004,110.0 watt
4575,112005,220.0 volt
132,112011,473.2 millilitre
3662,112015,30.0 pound
3663,112017,2.0 kilogram
168,112024,946.0 millilitre
4576,112025,
3703,112026,240.0 watt
3704,112031,18.0 watt
3664,112033,400.0 pound
160,112038,236.0 millilitre
3665,112041,300.0 pound
3666,112051,130.0 gram
3705,112053,2305.0 watt
93,112055,
3667,112056,42
3668,112058,2200.0 pound
3669,112060,265.0 pound
80,112062,236.0 millilitre
3670,112064,4
83,112066,118.0 millilitre
3671,112069,70
3672,112070,550.0 pound
3673,112071,22.0 pound
3674,112075,100.0 pound
3706,112077,100.0 watt
3675,112079,120.0 kilogram
3707,112081,5.0 watt
4577,112082,220.0 volt
3708,112083,200.0 watt
3676,112085,15.0 pound
3709,112087,
4578,112088,12.0 volt
3677,112094,10000.0 pound
3710,112096,15.0 watt
98,112099,237.0 millilitre
3711,112101,
4579,112102,115.0 volt
171,112103,15.0 millilitre
4580,112104,
3712,112105,
3678,112108,190.0 gram
241,112113,
3713,112115,
4581,112116,12.0 volt
3714,112117,
3715,112119,
3716,112125,
228,112126,
3679,112128,15.0 kilogram
3717,112132,
3680,112135,660.0 pound
260,112144,8.0 millilitre
3681,112147,300.0 kilogram
3682,112150,582.0 gram
3683,112154,17
3684,112158,330
249,112161,500.0 millilitre
219,112165,236.0 millilitre
193,112170,500.0 millilitre
4582,112171,
4583,112173,
181,112174,500.0 millilitre
178,112175,15.0 millilitre
4584,112178,220.0 volt
3718,112179,100.0 watt
3719,112180,720.0 watt
4585,112181,
208,112185,946.0 millilitre
206,112186,
3720,112188,
9,112191,473.0 millilitre
4,112194,17.0 fluid ounce
3721,112195,100.0 watt
3722,112197,15.0 watt
3685,112198,250.0 pound
3686,112199,220.0 pound
3687,112201,32.0 pound
3723,112203,
4586,112204,
3688,112205,22.0 pound
45,112212,
3724,112216,20.0 watt
4587,112218,41.35 volt
3725,112220,1.0 watt
62,112223,
4588,112224,
3689,112226,330
4589,112227,12.0 volt
3726,112228,0.70 watt
3690,112230,18.0 pound
13,112234,946.0 millilitre
3727,112235,
3691,112240,4.4 pound
3692,112241,550.0 pound
3728,112243,
4590,112244,5.0 volt
4591,112245,
3729,112246,
3693,112251,200.0 pound
3694,112253,295.0 gram
4592,112254,1.50 volt
3695,112256,500.0 pound
3696,112258,5.0 kilogram
20,112264,236.0 millilitre
4593,112265,3.0 volt
3730,112269,
3697,112272,25.2 pound
67,112274,150.0 millilitre
269,112279,230.0 millilitre
271,112280,7.5 millilitre
3698,112286,388.0 gram
3699,112288,13
3731,112289,140.0 watt
4594,112291,"[220.0, 240.0] volt"
3732,112292,95.0 watt
4595,112294,5.0 volt
3700,112295,1.6 pound
3733,112297,
4596,112298,
3734,112299,
3701,112301,350.0 pound
3735,112305,
3702,112307,
3703,112310,110
3736,112311,
666,112319,750.0 millilitre
3704,112321,220.0 pound
669,112323,250.0 millilitre
3705,112325,6.0 ton
3737,112328,
671,112329,750.0 millilitre
3706,112331,250.0 pound
658,112334,750.0 millilitre
3707,112338,22.0 pound
3708,112340,100.0 gram
3709,112343,45.0 gram
3738,112345,
4597,112346,
3739,112351,
3710,112354,25
647,112359,
3711,112365,285.0 pound
657,112367,
652,112370,88.7 millilitre
653,112371,0.2 gallon
3712,112373,26.5 pound
3740,112375,
4598,112376,12.0 volt
4599,112378,
3713,112379,30.0 pound
3714,112381,135.0 kilogram
3741,112384,
3715,112385,275.0 pound
3742,112386,
3716,112390,15
3743,112392,
4600,112396,
702,112397,600.0 millilitre
4601,112400,251.0 volt
3744,112401,5.40 watt
704,112402,591.0 millilitre
3745,112408,
708,112409,
3717,112410,330.0 pound
3718,112412,2665.0 gram
3719,112415,350.0 pound
3720,112416,600.0 pound
3721,112417,260.0 pound
3722,112418,880.0 gram
695,112422,355.0 millilitre
684,112425,15.0 millilitre
3723,112426,285.0 pound
3724,112427,54.7
3725,112428,1100.0 pound
4602,112434,
689,112435,
3746,112437,
692,112439,
3726,112441,200.0 kilogram
693,112443,473.0 millilitre
641,112445,750.0 millilitre
3727,112449,250.0 pound
592,112451,473.0 millilitre
4603,112458,
3728,112460,40.0 kilogram
3729,112464,440.0 pound
3730,112465,15
3747,112468,
3748,112469,
4604,112470,
575,112472,
569,112473,100.0 millilitre
3731,112474,100.0 kilogram
3732,112476,35.0 pound
3733,112478,250.0 pound
3749,112481,
3750,112486,20.0 watt
4605,112489,5.0 volt
3751,112490,
4606,112491,
3734,112495,330.0 pound
3752,112496,120.0 watt
4607,112497,
4608,112500,1.50 volt
605,112504,2.0 fluid ounce
4609,112505,
3753,112508,
3735,112514,330.0 pound
4610,112517,
3754,112520,
3736,112524,2
3755,112527,30.0 watt
612,112530,29.0 millilitre
3756,112533,
3757,112535,60.0 watt
607,112540,237.0 millilitre
3758,112542,18.0 watt
610,112544,473.0 millilitre
3737,112547,250.0 pound
611,112548,355.0 millilitre
3738,112549,30.0 pound
3739,112551,70.0 kilogram
3740,112553,1500.0 pound
3741,112555,220.0 pound
3742,112557,4.0 pound
614,112558,127.0 millilitre
3743,112559,
3744,112565,28005.0 gram
3759,112566,
4611,112567,12.0 volt
3745,112573,143.0 pound
3746,112575,8550
811,112576,250.0 millilitre
3760,112578,
4612,112580,
3761,112584,10.30 watt
4613,112585,13.80 volt
3747,112587,300.0 pound
3748,112589,224.0 gram
3762,112590,96.0 watt
3763,112594,
4614,112595,
3764,112596,43.0 watt
818,112598,
3765,112601,10.0 watt
3766,112602,
4615,112603,12.0 volt
3749,112607,660.0 pound
3750,112609,300.0 kilogram
4616,112611,
822,112614,
807,112615,
4617,112617,9225.0 volt
3767,112618,
806,112619,59.0 millilitre
3751,112620,600.0 pound
791,112622,
792,112623,502.8 millilitre
3752,112628,1
3768,112630,
3753,112633,196.0 gram
4618,112634,
3769,112635,105.0 watt
795,112636,
4619,112638,
3770,112639,120.0 watt
798,112641,
3771,112650,
3754,112651,300.0 kilogram
802,112652,18.0 millilitre
803,112654,118.3 millilitre
3772,112656,1.0 watt
4620,112657,12.0 volt
3773,112658,
825,112659,118.0 millilitre
4621,112660,110.0 volt
3774,112661,230.0 watt
826,112663,473.0 millilitre
3755,112668,730.0 pound
848,112671,
850,112673,59.0 millilitre
3756,112674,
3757,112678,40.4
3758,112680,15.0 pound
3759,112683,2000.0 pound
